1st,2nd,3rd,4th,5th,College Code,Gender,Roll,Roll no.,Subject Code
4.690914756743069,5.333634716080055,5.903574398339591,5.083890437093634,5.062636337061944,115,Female,17575,27,16
4.982911808400267,7.248306294941874,5.6852338132244995,5.806398888788836,5.007096244957948,165,Male,17535,29,28
5.84362585330482,6.37433750051471,8.40618785744206,4.166972059368858,8.241573147722427,241,Female,17031,16,16
8.104966149239676,6.027709023067891,5.013687072875824,5.265507661526361,6.786454778962389,241,Female,17325,23,16
4.485506378965306,8.514007797937523,4.818268360968664,8.245270800493607,5.180412736068032,115,Female,17955,19,16
8.189724537494019,7.9895155497424195,4.380014473183035,6.667584220045637,7.985663679508282,115,Male,17538,28,28
4.480492039469816,8.673038141018136,8.624300777379542,7.6606503641785695,8.537077345823917,115,Male,17975,18,16
8.882297325066979,8.18325912443553,4.9717315227074454,5.037938267886561,5.562441729986634,241,Female,17099,25,16
6.343256008238508,4.209053005766507,6.861339925265204,4.980890093988375,7.84670553032005,165,Male,17174,18,16
8.883805440951686,7.032646955379117,5.868589096683566,6.919133419824282,8.560405093448628,241,Male,17605,16,16
7.02422759872523,7.4881844075773545,6.776498753670076,4.960008947289168,8.105889024459678,241,Female,17206,16,16
7.696317896991508,7.3242873785815,7.2128316936018955,4.988614882975475,4.401407107476983,241,Female,17187,20,28
4.195938961271604,5.3597821737917535,8.20038514888424,4.496104173741089,5.29545320287965,241,Male,17391,20,16
5.414034812882048,6.128151757324958,6.536315164777866,7.79779445903732,8.571425194263973,165,Female,17566,28,28
4.600982806065844,4.195145690417979,5.636203557696929,4.440903388687115,4.602383179119341,241,Female,17414,24,28
5.480700987610724,4.470470638478366,4.905399618534274,8.444884387324883,8.5653145458011,241,Female,17520,22,16
4.59363859477122,6.802559503095919,7.034085107194105,8.35276770369881,6.578369515207713,165,Female,17489,25,16
5.58991589696988,6.912058822327901,4.660021941739663,4.806309318483943,8.457292535790085,241,Female,17183,20,16
6.07131497257335,5.006146453118194,8.279035761533144,8.836970701781791,4.933269403242627,165,Male,17532,23,28
4.3207374817439215,6.241013618707731,4.138947439899723,5.704638850979492,8.479793810206242,165,Male,17678,29,28
7.4623605968500994,6.3603862987433075,8.226499211642858,8.444984316714084,4.048302287989111,241,Male,17870,29,28
6.8330072710328755,4.056683887675901,5.096233109335829,4.361372666999447,4.569726016449569,115,Male,17952,28,28
5.326947454697227,4.712603916512465,6.4392892201798375,4.718855360108249,7.666035229035764,165,Female,17042,24,16
6.616240267333499,7.121500286413394,7.652603514363725,6.206979353533045,8.726189700203317,115,Male,17467,26,16
4.469702553792208,8.964100538988085,7.920834194476452,4.238360133262851,5.084827390772302,165,Male,17601,28,16
6.879732477780896,7.251958739687181,6.008898946463136,5.347568275577244,7.79352628631906,241,Male,17741,28,16
8.64648098788107,4.6010833359392995,6.497273794328506,6.994182577814487,4.80664566539547,241,Male,17234,17,28
5.592844762256618,8.107201485495533,4.147863290641515,4.65814459982764,5.793277644087141,241,Female,17717,29,28
7.337051899818409,6.1576886059079206,5.720130296064739,4.62234021187609,5.536834777748124,241,Male,17435,21,16
4.658989312021961,4.418501046072221,5.3078942392702775,6.005932899560378,8.364643860232174,241,Male,17691,20,16
7.5816360205928275,6.999122916630112,5.9503453705516645,4.515601687152972,7.891785818182113,165,Male,17815,22,16
5.447030464736006,5.140230490824594,5.504466851598153,7.264205648482938,5.999381504956584,241,Male,17680,27,28
4.915956810035584,6.083908736897647,4.798699018250503,7.952128052573617,4.436832074927469,115,Female,17566,27,28
6.932564674050416,5.591471249371756,8.708651591989168,6.3691958886253754,8.918413028784936,115,Male,17532,20,28
4.100537730937468,7.214269737536197,6.146394171759109,4.326521637939516,8.588395894758818,115,Male,17948,27,28
8.144700146086816,6.15517336403311,7.189013560216592,7.061535957812859,5.850256149931436,165,Female,17884,24,28
4.023477380962735,4.519910466082382,8.63380568098557,5.19917236961043,7.162211748714627,115,Male,17274,28,28
7.389082683981151,5.078377830660271,6.862369074251166,5.900173918953124,4.628396277210732,165,Female,17893,27,16
5.350039865960824,6.502226368190308,4.634995825249609,4.963897979225814,6.513567950028952,165,Male,17061,28,28
7.675970110612974,7.945921135353799,7.942906784287842,7.202384333800138,5.652456573613668,115,Female,17909,23,28
8.810942725587191,4.048716326188176,7.873320359869815,8.094629822117094,7.37588556188439,165,Male,17887,23,16
5.24376571759979,7.0621364199470005,6.023048702491549,8.292715267955085,5.738604586417226,241,Male,17264,22,16
6.880786672089185,4.579408793378331,6.696968123507575,7.859043356772052,4.215394507915878,165,Male,17297,16,16
6.960209656359195,7.020247118840848,6.124430023347055,6.733037425242076,5.545465926633301,165,Female,17249,25,28
6.861259528954367,8.184038177391244,5.121222269349142,6.7791241999186225,4.548170979589213,241,Male,17067,23,16
5.115408163203091,5.1424148323846754,7.814608554038396,5.015016157347763,8.883912118807334,241,Female,17319,25,28
8.763745057584925,6.4775737623863385,7.722175131498296,4.075975157245085,7.987588581106033,165,Male,17918,16,16
6.235626893088137,7.8702646292226754,7.235279459570298,6.79624960761544,8.784371818010804,165,Male,17085,26,28
8.23204336235564,4.8778873962731035,6.2782024527692855,7.488271567216061,6.349910226385665,165,Male,17723,16,16
7.497396376587521,4.762805713509808,6.324030163393301,5.980112578604595,6.326155000280261,115,Female,17274,26,16
5.487184754275669,8.525229343196301,5.492219242138102,7.2146217268866515,5.315228079732725,115,Male,17082,17,16
8.068989098512386,7.473233256869483,5.328622952761181,5.6249760525185355,4.876330654910169,165,Female,17726,21,16
5.982528704234923,7.682866815211108,8.24485698411006,5.764548433546871,4.857895617304229,115,Female,17286,23,16
8.405515985555809,8.219843138060202,8.296871112068994,5.896339910934542,6.079552096553986,241,Female,17179,24,16
6.906364363179294,6.697128904425057,4.076724389745198,8.231832362712643,7.643686668730454,115,Male,17893,21,16
8.408676809274265,6.442027495962319,7.598031734324264,5.017756765664386,7.382089992578761,115,Female,17507,17,28
7.462657950388829,6.7812867579169005,5.649610568495657,8.839369224327939,8.165691800468341,115,Male,17749,28,16
7.6262713990982025,7.585089844660704,8.596736718485586,5.301375966249669,8.10750423099467,241,Male,17124,22,28
6.506621909633511,5.954686525761307,5.210600765865326,6.453378257012032,4.95845170030637,115,Female,17594,18,16
8.78041817361612,4.475841233584919,5.677015695249046,5.28349384061632,8.848493583278668,165,Female,17939,27,28
7.219950996148187,4.677984422914423,7.736680472484856,6.3871553220398845,7.000823197256843,115,Male,17595,19,28
6.1192752427908985,8.869514790212019,4.370496800343825,5.9963324125463755,8.014113647329,241,Male,17374,20,16
7.031966070639622,4.258588311703912,7.5401952340778,5.8738962663089955,5.668956760813347,115,Female,17153,20,28
4.0959659915466675,7.558096687245746,7.373394118383353,5.4975695926886505,5.511803270113507,241,Female,17837,25,28
5.507874083372746,8.718407642105017,5.520108229447947,4.109864358125079,4.391360471417881,115,Female,17411,23,28
7.300867687463425,4.646297736202915,7.563846594119862,8.037890098209049,6.275878986607957,241,Male,17296,19,28
5.45038803605222,7.611321889260391,8.514623521184381,6.25500376071202,8.201819192390877,241,Male,17190,17,16
7.090077144994208,5.5122829899015535,8.019706103777997,5.2988032626833705,7.407011540535841,241,Male,17117,24,28
6.143843504728831,5.184825091555819,6.589211713230694,4.941171860306276,8.894112118810398,115,Male,17451,25,16
4.677370321112251,8.263113041065377,4.6622275103357165,4.789540514117907,8.783375071896371,165,Male,17880,26,28
5.491411629780154,8.546768457929918,8.461696167410635,8.745136682015893,6.080670198819182,165,Female,17107,25,28
6.849824553506324,5.735252546961901,6.448590397142555,6.983474024171864,6.137591927953633,165,Female,17072,24,16
6.954363806240866,7.163237683546337,6.039387646254756,5.312112895928423,7.596460783942491,115,Male,17816,19,28
6.871626244247894,4.879688171672306,6.73876589284693,5.306249181757481,4.776614116363943,241,Male,17525,29,28
7.266004099285668,7.948797182131264,5.067738128437799,8.967371876192512,8.346488572910634,115,Female,17286,18,28
7.260516350008444,8.406199439378533,5.680955789003005,7.223418494168786,8.749583095285576,115,Male,17318,18,28
6.15709217716987,5.593361760907643,7.677527715219892,4.816246418887549,7.32406595504448,241,Female,17372,16,28
8.482732979255315,7.264834921237409,6.817371910335325,7.984174805003627,4.556223627591895,115,Male,17668,18,28
5.837809350239483,8.382088489457463,7.8113942760191035,6.18455015809426,5.35018850804304,241,Male,17624,21,28
6.179324626328134,4.076874531248782,7.809823010209881,7.344526859945683,5.858621390508506,165,Male,17021,17,16
8.45961677507836,8.278676310398776,7.7678969924547845,6.938898033759685,8.227842595600375,115,Male,17892,29,16
8.030969945230428,6.860571720860273,4.720943093262441,4.713278879995024,5.832638373552173,115,Female,17572,21,16
7.519442917701832,6.070076923875756,7.2510072557438745,4.616243914971477,7.2218223235436785,165,Male,17072,27,16
4.501134436561506,6.613079234243756,6.400899625341792,7.776547024311042,8.508853628159535,241,Female,17063,23,28
8.597413068723368,8.12031004030996,4.3104547616241025,5.198278899203177,7.461924486173377,115,Male,17906,26,28
7.571206497745557,7.610647747750148,8.175268912559218,7.563999741410987,4.760664560981635,165,Male,17638,21,28
8.994235032839333,6.506324253411247,5.098575873261216,4.115279566247793,7.404139230487151,115,Female,17152,22,16
4.7472415232899685,6.43826162968711,4.064701386314796,8.879406876369753,5.791953798519882,165,Male,17161,28,28
8.34063028684107,8.496288563476918,7.217184432284808,6.502451091390782,5.341360023939482,165,Female,17613,19,16
4.812464673381874,5.161711018018039,4.860526561171999,6.1435594443187815,8.423622568123406,165,Female,17324,20,16
7.077797821419221,4.478508479045699,4.308533364154534,7.97490833540081,4.0236116378015545,165,Female,17686,22,28
4.619099914247208,7.39319059347716,8.668854683648743,6.050781530718831,7.472836366520026,241,Female,17214,23,28
8.240041146611173,7.511058561028822,4.742392993953694,7.435796687515682,7.302998734651581,165,Male,17533,28,28
8.036594793625053,6.841930134104793,6.60024665819622,4.120236778124984,7.2965869683261815,165,Male,17164,26,16
6.845503693072967,5.31268272539078,5.836496457543358,8.588290269254777,6.2682714132383675,115,Male,17042,28,16
6.035916486129999,5.479765302023832,4.223702989161684,6.7407806514287145,8.534150216521407,241,Male,17878,19,16
4.345834977275691,7.085216144308536,5.571768843809242,7.64314715751396,5.9796195926049975,115,Female,17070,17,28
7.487143865722818,5.364791711740162,5.752351933277456,8.70873989310806,4.030389554446019,241,Female,17839,25,28
6.267713413390345,6.4981060620047035,6.467188434893094,6.101554413711346,6.430285108782243,115,Male,17566,19,28
7.61027799735174,5.660371749422936,7.533672872503017,4.521561826715009,7.567333278253601,115,Female,17714,21,28
8.331911629643146,6.552190880673247,8.999889758903613,4.168700663769564,7.293996659026339,165,Male,17552,18,16
8.87760752501443,5.146819498447172,6.592856350243242,6.366067814712416,6.516962773336511,115,Female,17865,25,16
8.279016711963056,4.9903023915764155,8.713765585049096,6.876500837869896,8.30356036940943,165,Male,17283,23,28
4.05857042092501,7.669991699064548,6.63725486707403,5.759345246937736,8.256087268719497,115,Female,17778,17,16
5.7998903223918195,5.928637686802032,6.968411587913925,6.440032033906948,8.071517335920971,241,Female,17377,27,16
7.64995281212029,5.162830955823573,4.695335145745258,4.633798897892179,6.236739037371791,241,Male,17241,20,28
4.858148386307203,8.2921020074108,6.854128986985865,4.809455881333988,7.170664048939024,165,Male,17160,29,16
6.605183031020646,6.008502382600982,5.3028100881616345,8.517639910044892,8.039928216818806,165,Male,17085,21,28
4.271689941696268,4.579350826302739,5.3702421339610495,4.885167446408003,4.3502705072093795,165,Male,17601,27,16
4.9999826244820005,7.540239819227762,6.169388280828015,6.6863694009231205,4.4698134945560986,241,Male,17645,26,16
4.09260897230307,5.399859946208521,7.268691339470403,5.640872051605821,6.3326675079861126,115,Male,17581,19,16
7.968488516787103,6.826211226795206,7.08664859809822,8.74564004209057,4.14293934758553,115,Female,17466,23,16
5.1196234403019005,7.118465201310796,5.531378245727478,4.4877698112984366,6.213233522239096,241,Female,17845,17,28
5.726758403484514,8.812871855459601,4.143758109686816,5.151087646921383,5.104195530409992,115,Female,17226,23,16
8.640406467327955,4.955506003075835,5.220232900618381,5.496137864594807,7.476344943636612,115,Male,17495,19,16
7.522072009617664,5.420860286351692,6.264155239185897,5.806205897837634,6.805835227936887,165,Male,17046,29,16
4.159194647656539,8.661099160391604,8.54757713496134,4.4822744423235505,7.386951873257527,241,Female,17228,28,28
4.823470782489563,7.591464531570004,7.051814245134423,4.773361147062087,5.921671869410367,165,Female,17640,16,16
7.1073920074988175,6.246654984876061,8.38753962327129,8.327922808852795,5.3822895638406525,115,Male,17407,19,16
6.886142943020838,7.673866986146447,6.970137215800981,6.403949546755618,5.358916341248462,165,Male,17199,16,16
5.189464106872543,6.066925616048164,6.2158371800047,4.799687676268521,6.063581212519754,241,Female,17440,28,16
8.67106998962397,6.050257606894891,5.642909043848386,8.585892700897162,5.8649682631381665,115,Male,17704,28,16
7.06982977982948,4.782083771120569,8.850466059610188,7.617939241082466,7.725987242830067,241,Female,17252,25,28
6.678164015124791,6.610241232963914,6.391243547765996,5.270054906831941,4.962504701731536,241,Female,17912,25,28
6.949549881772855,5.313322070925139,5.796233440634289,8.38266375554543,5.759997033504702,165,Male,17429,16,16
7.650610147583848,7.167967179766498,8.538640988418805,7.6897597894211565,4.106539433433523,165,Male,17739,25,16
5.559724977398009,5.993030914196822,8.059321795567577,8.973431933306895,7.107211499912107,241,Male,17874,17,16
5.991105311080459,8.268605163646491,6.943697357555402,4.394199739269807,8.751752961790269,115,Male,17065,18,16
5.049218744875611,7.856812955652618,6.830321171911196,7.097453457950586,7.891138552367508,115,Male,17528,27,16
4.930965029401681,4.739666165967796,6.486753092337062,5.3014958177662965,8.770598790415086,115,Female,17776,26,16
8.721861949919667,6.955459815928076,4.481588261229194,4.762858898079445,6.862781247311145,115,Male,17124,25,16
7.697753975246438,7.568703102419022,7.437486073329245,5.4498183674045855,4.011413905813199,241,Female,17281,27,16
6.452294043087836,6.572204558049128,5.877667685707294,7.634058845769948,4.567559924000119,165,Female,17745,18,16
5.137073139866616,4.569736409954145,4.085111381926237,7.143583405200356,5.412180385996644,165,Female,17389,27,28
5.271782408851965,6.516236970619677,7.630278436263548,5.568580410043571,4.4896332775442405,115,Male,17389,26,16
4.290145801619378,6.164494948281488,4.646535062368635,4.523209081356652,6.073645486843939,165,Male,17626,20,16
6.172083127790604,5.628772179932117,7.9895832043680794,4.619085040976745,6.334643218589328,241,Male,17080,22,28
5.558979409970513,6.912677857730734,5.297827881272017,7.051044573639991,5.049758986460395,115,Male,17547,22,16
7.481717444077297,5.624361664938204,6.93203810670073,6.3754079205396526,6.383170213193824,115,Female,17955,19,16
5.888759196462404,5.177783435026453,6.84882059506333,5.85439674036498,5.6590830084208115,241,Male,17716,20,16
4.8980183877981744,7.679506376921905,4.884350893255139,4.483743358369823,8.896778843106436,165,Female,17548,17,28
4.123393641956656,5.066855106912712,6.195186749609824,6.466762433685803,8.917198614390653,165,Female,17616,17,16
4.336248157316243,8.026441277159183,8.095188338001815,5.323549976586642,8.072813579478362,165,Male,17743,19,16
7.396963867492836,8.8958050310919,8.859898602947464,8.368028765738405,6.87561178671884,241,Male,17189,19,16
6.268484222780227,6.206193582265796,4.0908254343676305,7.470007043584081,8.397955757563107,165,Male,17969,27,16
6.682896055543611,8.061961929959335,4.733270915063961,6.087164892011914,8.183956801899061,241,Female,17506,17,28
8.48335646520171,4.841838641949094,7.087197856364272,8.59756838402942,8.535027345409357,241,Male,17066,19,16
8.951694736983523,7.986517511004019,4.012565531525325,6.795249223049447,4.215540037598336,165,Female,17413,18,28
5.08448492199237,8.81233579266867,7.789950087161726,8.145722179290617,7.606656498725269,241,Male,17909,17,28
7.315391015500504,6.585116970849515,6.915064543920597,6.966873157203061,4.958480346058478,241,Female,17280,17,28
5.316611883685753,5.278599021039697,7.364322700207555,8.716246907095957,8.281462656043653,241,Female,17196,17,16
4.103254997328643,4.804131341383132,7.121204470831668,4.444130894961912,7.222818990410658,165,Male,17317,24,28
7.791893269180707,8.583134146419322,6.995068949651964,7.890005400838736,5.534206017663747,115,Female,17511,17,16
5.600085754112339,5.622862693433471,4.5120619625356095,4.2072523276401075,4.786807550886771,115,Female,17338,20,16
5.91731947085949,6.485018654415329,5.176123740939969,4.536426830020836,6.996998394739851,115,Male,17007,25,16
6.941585567768028,6.167157755859229,6.319587211743252,8.040640876529617,4.1394252538738385,115,Male,17820,27,16
8.155242276180953,6.1760776022817865,5.671952479905983,7.630767690797609,7.957736122230409,115,Female,17061,20,28
7.144909217955743,7.826291302256236,7.915302634963378,6.973938717008846,5.607971316747884,115,Male,17983,29,28
8.363253277236977,8.675791596575138,7.376365007167312,8.582183335873081,7.864034391574917,165,Female,17037,26,16
5.367710174078178,7.183873386140335,5.557351882133621,5.977019684618452,4.4214195352646914,241,Male,17147,27,28
7.990234169562818,8.785691112236066,8.755446189678668,4.027281528135301,8.982035473706594,165,Female,17512,28,28
4.928179721529761,4.952223343040169,7.221209678857404,4.3582705871604706,7.56654848621667,115,Male,17646,16,16
8.763958284859722,6.819686383141984,8.233125835779711,7.620092822929221,7.997050024248451,115,Male,17412,18,28
7.437441381939077,7.427534926891955,8.522926439364955,5.296852560029193,8.374475988685784,115,Male,17823,21,16
5.0775383855677925,7.574881648130784,4.988166281896349,6.925790749966031,6.294760843083678,241,Female,17252,23,28
8.736852952444622,7.779237255498524,5.988655968149233,6.198109039660601,5.57000479499413,165,Female,17297,20,28
7.65427903385079,5.665750508170823,4.304844785541361,5.160688145862526,6.818233347463241,165,Female,17232,16,28
5.269708212975129,8.410972897512945,4.739105711999014,7.71734580767189,4.6429401182123575,165,Female,17383,27,28
5.06655988683741,4.658527812259504,6.937331202386359,4.152270152591436,8.32188321134976,115,Female,17349,19,28
6.591003569653316,5.39267857174506,6.58566602147946,7.433015835493158,4.254739469379595,241,Male,17927,20,16
4.128313590272658,6.343570002883126,6.187617210262395,7.745832478886286,4.104594028676552,115,Male,17431,21,28
5.037350377205547,6.95999046293926,7.584811948349349,4.4175735488412196,7.037339031758119,165,Male,17077,19,16
6.123427343757531,5.476420908214582,5.329532769523253,5.3975174629435925,6.71139911547834,241,Female,17254,25,16
5.870849901671128,8.539128224756794,6.072235487101201,8.619796097414756,8.96250199807383,241,Male,17728,28,16
6.317877121824053,6.259234157587953,8.6910813535536,6.3175179109651145,8.173317241366682,241,Male,17209,24,16
5.388143531473659,4.501686670578424,6.835451681775673,6.916284390064787,6.6850918947335485,241,Male,17905,29,28
6.933921732290844,8.095258828931353,7.407167495406554,7.869172766637693,8.444087412907919,165,Male,17917,17,16
8.319278029616157,8.827269478753939,7.727485843118066,8.276559718250528,4.256271526416914,165,Male,17972,17,28
4.587659279810166,5.731638250429224,6.2335717178956145,4.514981525000065,6.695044706198974,241,Male,17607,21,16
6.586895535770571,6.773217922926088,6.154047269581094,6.66355582960659,6.011662228619164,165,Female,17628,28,28
4.660340531725766,6.915353013938759,6.351021686319473,5.032187459892317,4.222055210700091,115,Female,17834,19,28
7.584298405962969,8.008104594006905,8.310098498025994,7.468852068930517,4.706270250200393,165,Female,17811,16,28
5.980298514036469,4.759191369307877,5.818078078103969,8.72120876150922,4.082715951256242,165,Male,17657,28,28
6.827106559292545,8.206270320150225,8.426410318115149,4.234217769944162,6.617217353643647,165,Male,17480,18,16
4.916399181070393,7.608047506256596,4.204584162014258,7.228438399516959,4.215571511616867,241,Female,17213,21,16
4.724238796716886,4.17460047970609,5.264175799377188,7.2085619282696545,6.20441323587545,165,Female,17604,28,28
6.440281403244773,6.834575856361167,8.486944089212948,6.073544597527862,7.146654960392997,241,Female,17627,18,28
5.7780636892497785,4.14016883554481,8.6638549385189,7.1357235195689235,8.775281530906495,241,Female,17746,23,16
8.702159726264064,6.482199736680199,5.0383745929881885,5.949361367479726,4.265671431808841,241,Male,17184,26,28
7.8266262690348265,6.997065589088963,5.085798818374615,8.934989989073207,6.284080593360381,165,Female,17003,25,16
7.743318099252736,7.174398528145902,7.771229562970291,6.3993577607064065,8.220862960704451,241,Female,17604,22,16
8.518598698729667,8.634393343438557,5.807327197103906,8.124495970696223,8.948930055637254,165,Male,17657,29,28
4.417112177210093,5.485285094303919,5.028279393079461,8.648534719408241,4.3962717059880125,165,Female,17128,27,16
6.760962349612033,8.222829298692478,5.136176962030639,7.706025763176315,4.434492587648098,115,Male,17519,20,28
6.922380344778844,6.261106066852073,5.52092129165484,7.375389214776106,8.711071044130918,241,Female,17542,20,28
8.809681892736144,7.334699297942244,8.164939728900517,7.5193649505412,8.921573033560307,241,Male,17494,23,28
5.4607376339627445,8.039717114613165,6.281888294239678,4.646375834250664,4.958696816247404,165,Female,17617,26,16
5.204143899577234,7.6202058295440604,4.635443060398501,5.360935851014701,4.362732803334599,165,Male,17724,16,28
4.5014697113274895,7.977502944444689,5.85768038897567,6.287279622416133,5.226736529260464,165,Male,17101,20,16
4.082148147957371,7.180347536036,5.615838964614017,6.119494681960318,6.237493504121345,165,Female,17712,29,28
8.647646583960952,8.003903044524641,4.3805085204436,4.813758686712105,7.6572834251466855,165,Male,17624,26,28
7.34958273295455,8.545067383868188,8.116457678655802,5.61411755844833,7.493282992064118,115,Female,17300,28,28
